Predicted Alpha Ratio
4.110232456072561
3.092710157458973
3.0839241950663716
3.092710157458973
3.098630813338433
3.089844850945832
2.8788177677104447
2.8700318053178435
2.8788177677104447
2.9365189456053193
2.9277329832127177
2.9365189456053193
2.998221672542617
3.0070076349352184
3.0839241950663716
2.8788177677104447
2.8700318053178435
2.9365189456053193
2.9277329832127177
2.998221672542617
3.0874307744135665
3.0786448120209653
3.0874307744135665
3.065099979288105
3.0563140168955036
3.065099979288105
3.089826308986147
3.081040346593545
3.089826308986147
3.071020635167565
3.062234672774964
3.071020635167565
2.8464498131110547
2.837663850718453
2.8464498131110547
2.951932587689565
2.951932587689565
2.9199138336714587
2.906913104234634
2.898127141842033
2.906913104234634
3.0896826748710615
2.8757902851225334
2.933491463017408
3.003980152347307
3.0896826748710615
3.1116468913403983
2.8757902851225334
2.9422774254100097
2.933491463017408
3.003980152347307
3.070858459092795
3.062072496700194
3.0955847887908368
3.0867988263982356
3.0955847887908368
2.8434223305231434
2.8522082929157446
2.9576910674942547
2.9061938716525564
2.980933474891482
2.980933474891482
2.9126715840393245
2.9038856216467233
2.9126715840393245
2.983160273369223
2.974374310976622
2.9818846906907015
3.064649149028476
3.055682235976482
3.064649149028476
2.7812885886022958
2.7391511648233084
2.54721611070657
2.524081533690483
2.5913668912060186
2.6627398213488878
2.778346744444362
2.7552121674282755
3.070858459092795
3.062072496700194
2.8522082929157446
2.8434223305231434
2.8522082929157446
2.90313339401441
2.9038856216467233
2.9635966851379894
2.974374310976622
3.0340853744678884
3.0896826748710615
3.1043892931431234
3.0956033307505217
3.1116468913403983
2.8757902851225334
2.981273059701043
2.933491463017408
3.003980152347307
3.067675553737628
3.058889591345027
3.067675553737628
2.839571507272933
2.8307855448803316
2.9450542818514434
2.9362683194588417
2.890496608371598
2.9000347983965127
2.8912488360039115
2.9000347983965127
3.0924018834356697
2.96173752533381
3.0214485888250766
2.7812885886022958
2.7581540115862095
2.7622857418393947
2.7391511648233084
2.7622857418393947
2.7391511648233084
2.54721611070657
2.524081533690483
2.6145014682221053
2.5913668912060186
2.6627398213488878
2.754170245422532
2.7092707084148393
2.5108377150701786
2.487703138054092
2.5808851858144193
2.557750608798332
2.6291235389412018
2.9082588934407205
2.914245420809366
2.9299137712595855
2.9239272438909403
2.626308757632387
2.700863878259498
2.6895987377598742
2.69558526512852
2.735965042851043
2.7419515702196886
2.968615831171932
2.951932587689565
3.120432853733
2.884576247515135
2.9900590220936447
2.9422774254100097
3.001988488901276
3.070858459092795
2.8522082929157446
2.9576910674942547
2.9576910674942547
2.7622857418393947
2.6145014682221053
2.9576910674942547
2.9576910674942547
2.9126715840393245
2.839571507272933
2.54721611070657
2.6858743983649744
2.664062457635242
2.5808851858144193
2.7311085510388105
2.9347735972208118
2.914245420809366
2.6322952850010326
2.9299137712595855
2.69558526512852
2.7311964726866034
2.7419515702196886
2.9347735972208118
